fill	xmin	xmax	ymin	ymax	key	showSelected1
#F2FAFF	-3.925	6.875	-4.35	-3.65	26	42
#FF4C2D	8.075	18.875	-4.35	-3.65	27	42
#BEBEBE	-122.402083333333	-108.002083333333	-7.35	-6.65	28	42
#00BFFF	-106.602083333333	-95.8020833333333	-7.35	-6.65	29	42
#BEBEBE	-130.402083333333	-116.002083333333	-8.35	-7.65	30	42
#BEBEBE	-114.402083333333	-100.002083333333	-8.35	-7.65	31	42
#BEBEBE	-32	-15.8	-5.35	-4.65	32	42
#FF331A	-14.3	-3.5	-5.35	-4.65	33	42
#BEBEBE	-143.552083333333	-127.352083333333	-9.35	-8.65	34	42
#3DC3FF	-125.852083333333	-115.052083333333	-9.35	-8.65	35	42
#BEBEBE	-149.652083333333	-135.252083333333	-10.35	-9.65	36	42
#00BFFF	-133.852083333333	-123.052083333333	-10.35	-9.65	37	42
#BEBEBE	20.475	38.475	-4.35	-3.65	38	42
#FF0802	40.075	50.875	-4.35	-3.65	39	42
#9EDAFF	-113.852083333333	-103.052083333333	-9.35	-8.65	40	42
#00BFFF	-101.852083333333	-91.0520833333333	-9.35	-8.65	41	42
#BEBEBE	-20.66875	0.931249999999991	-6.35	-5.65	42	42
#FF5232	2.73124999999999	13.53125	-6.35	-5.65	43	42
#BEBEBE	-69.26875	-58.46875	-6.35	-5.65	44	42
#BEBEBE	-57.26875	-46.46875	-6.35	-5.65	45	42
#BEBEBE	-84.56875	-70.16875	-7.35	-6.65	46	42
#C6E8FF	-68.76875	-57.96875	-7.35	-6.65	47	42
#BEBEBE	9.675	31.275	-5.35	-4.65	48	42
#BEBEBE	33.075	43.875	-5.35	-4.65	49	42
#BEBEBE	15.23125	35.03125	-6.35	-5.65	50	42
#FF0000	36.73125	47.53125	-6.35	-5.65	51	42
#00BFFF	37.975	48.775	-3.35	-2.65	52	42
#CFEBFF	49.975	60.775	-3.35	-2.65	53	42
#FFFFFF	-45.26875	-34.46875	-6.35	-5.65	54	42
#FF3A1F	-33.26875	-22.46875	-6.35	-5.65	55	42
#64CAFF	-146.602083333333	-135.802083333333	-7.35	-6.65	56	42
#DDF1FF	-134.602083333333	-123.802083333333	-7.35	-6.65	57	42
#FFF9F7	-27.925	-17.125	-4.35	-3.65	58	42
#FF3C20	-15.925	-5.125	-4.35	-3.65	59	42
#BEBEBE	-182.002083333333	-160.402083333333	-7.35	-6.65	60	42
#98D8FF	-158.602083333333	-147.802083333333	-7.35	-6.65	61	42
#BEBEBE	10.93125	25.33125	-7.35	-6.65	62	42
#FF0000	26.73125	37.53125	-7.35	-6.65	63	42
#00BFFF	-86.3	-75.5	-5.35	-4.65	64	42
#BEBEBE	-74.3	-63.5	-5.35	-4.65	65	42
#EAF6FF	-153.852083333333	-143.052083333333	-11.35	-10.65	66	42
#FF9779	-141.852083333333	-131.052083333333	-11.35	-10.65	67	42
#6ACCFF	-56.76875	-45.96875	-7.35	-6.65	68	42
#FBFDFF	-44.76875	-33.96875	-7.35	-6.65	69	42
#00BFFF	-88.76875	-77.96875	-8.35	-7.65	70	42
#77CFFF	-76.76875	-65.96875	-8.35	-7.65	71	42
#ABDFFF	-21.26875	-10.46875	-7.35	-6.65	72	42
#FFAC93	-9.26875000000001	1.53124999999999	-7.35	-6.65	73	42
#FF0000	48.73125	59.53125	-6.35	-5.65	74	42
#FF5B3A	60.73125	71.53125	-6.35	-5.65	75	42
#BEBEBE	-189.602083333333	-169.802083333333	-8.35	-7.65	76	42
#00BFFF	-168.102083333333	-157.302083333333	-8.35	-7.65	77	42
#1BC0FF	-191.102083333333	-180.302083333333	-9.35	-8.65	78	42
#BEBEBE	-179.102083333333	-168.302083333333	-9.35	-8.65	79	42
#7FD1FF	-185.102083333333	-174.302083333333	-10.35	-9.65	80	42
#00BFFF	-173.102083333333	-162.302083333333	-10.35	-9.65	81	42
#58C8FF	-93.26875	-82.46875	-6.35	-5.65	82	42
#00BFFF	-81.26875	-70.46875	-6.35	-5.65	83	42
#F8FCFF	6.73124999999999	17.53125	-8.35	-7.65	84	42
#FF704F	18.73125	29.53125	-8.35	-7.65	85	42
#BEBEBE	-5.4	5.4	-0.35	0.35	1	43
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	43
#BEBEBE	2.7	15.3	-1.35	-0.65	3	43
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	43
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	43
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	43
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	43
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	43
#BEBEBE	16.05	30.45	-2.35	-1.65	9	43
#BEBEBE	-69.725	-53.525	-4.35	-3.65	10	43
#BEBEBE	-52.025	-41.225	-4.35	-3.65	11	43
#BEBEBE	-113.325	-89.925	-4.35	-3.65	12	43
#BEBEBE	-87.725	-71.525	-4.35	-3.65	13	43
#BEBEBE	-132.1	-115.9	-5.35	-4.65	14	43
#BEBEBE	-114.2	-99.8	-5.35	-4.65	15	43
#BEBEBE	-133.066666666667	-113.266666666667	-6.35	-5.65	16	43
#FF6C4A	-111.566666666667	-100.766666666667	-6.35	-5.65	17	43
#BEBEBE	-74.1	-57.9	-5.35	-4.65	18	43
#BEBEBE	-56.4	-45.6	-5.35	-4.65	19	43
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	43
#BEBEBE	31.225	42.025	-3.35	-2.65	21	43
#BEBEBE	-167.266666666667	-151.066666666667	-6.35	-5.65	22	43
#BEBEBE	-149.366666666667	-134.966666666667	-6.35	-5.65	23	43
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	43
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	43
#F2FAFF	7.97499999999999	18.775	-4.35	-3.65	26	43
#FF4C2D	19.975	30.775	-4.35	-3.65	27	43
#BEBEBE	-128.7	-114.3	-7.35	-6.65	28	43
#00BFFF	-112.9	-102.1	-7.35	-6.65	29	43
#BEBEBE	-136.7	-122.3	-8.35	-7.65	30	43
#BEBEBE	-120.7	-106.3	-8.35	-7.65	31	43
#BEBEBE	-44.1	-27.9	-5.35	-4.65	32	43
#FF331A	-26.4	-15.6	-5.35	-4.65	33	43
#BEBEBE	-149.85	-133.65	-9.35	-8.65	34	43
#3DC3FF	-132.15	-121.35	-9.35	-8.65	35	43
#BEBEBE	-155.95	-141.55	-10.35	-9.65	36	43
#00BFFF	-140.15	-129.35	-10.35	-9.65	37	43
#BEBEBE	32.375	50.375	-4.35	-3.65	38	43
#FF0802	51.975	62.775	-4.35	-3.65	39	43
#9EDAFF	-120.15	-109.35	-9.35	-8.65	40	43
#00BFFF	-108.15	-97.35	-9.35	-8.65	41	43
#BEBEBE	-26.9666666666667	-5.36666666666669	-6.35	-5.65	42	43
#FF5232	-3.56666666666669	7.23333333333331	-6.35	-5.65	43	43
#BEBEBE	-75.5666666666667	-64.7666666666667	-6.35	-5.65	44	43
#BEBEBE	-63.5666666666667	-52.7666666666667	-6.35	-5.65	45	43
#BEBEBE	-90.8666666666667	-76.4666666666667	-7.35	-6.65	46	43
#C6E8FF	-75.0666666666667	-64.2666666666667	-7.35	-6.65	47	43
#BEBEBE	21.575	43.175	-5.35	-4.65	48	43
#BEBEBE	44.975	55.775	-5.35	-4.65	49	43
#BEBEBE	9.72499999999999	29.525	-6.35	-5.65	50	43
#FF0000	31.225	42.025	-6.35	-5.65	51	43
#00BFFF	43.225	54.025	-3.35	-2.65	52	43
#CFEBFF	55.225	66.025	-3.35	-2.65	53	43
#FFFFFF	-51.5666666666667	-40.7666666666667	-6.35	-5.65	54	43
#FF3A1F	-39.5666666666667	-28.7666666666667	-6.35	-5.65	55	43
#64CAFF	-152.9	-142.1	-7.35	-6.65	56	43
#DDF1FF	-140.9	-130.1	-7.35	-6.65	57	43
#FFF9F7	-40.025	-29.225	-4.35	-3.65	58	43
#FF3C20	-28.025	-17.225	-4.35	-3.65	59	43
#BEBEBE	-188.3	-166.7	-7.35	-6.65	60	43
#98D8FF	-164.9	-154.1	-7.35	-6.65	61	43
#BEBEBE	5.42499999999999	19.825	-7.35	-6.65	62	43
#FF0000	21.225	32.025	-7.35	-6.65	63	43
#00BFFF	-98.4	-87.6	-5.35	-4.65	64	43
#BEBEBE	-86.4	-75.6	-5.35	-4.65	65	43
#EAF6FF	-160.15	-149.35	-11.35	-10.65	66	43
#FF9779	-148.15	-137.35	-11.35	-10.65	67	43
#6ACCFF	-63.0666666666667	-52.2666666666667	-7.35	-6.65	68	43
#FBFDFF	-51.0666666666667	-40.2666666666667	-7.35	-6.65	69	43
#00BFFF	-95.0666666666667	-84.2666666666667	-8.35	-7.65	70	43
#77CFFF	-83.0666666666667	-72.2666666666667	-8.35	-7.65	71	43
#ABDFFF	-27.5666666666667	-16.7666666666667	-7.35	-6.65	72	43
#FFAC93	-15.5666666666667	-4.76666666666669	-7.35	-6.65	73	43
#FF0000	43.225	54.025	-6.35	-5.65	74	43
#FF5B3A	55.225	66.025	-6.35	-5.65	75	43
#BEBEBE	-195.9	-176.1	-8.35	-7.65	76	43
#00BFFF	-174.4	-163.6	-8.35	-7.65	77	43
#1BC0FF	-197.4	-186.6	-9.35	-8.65	78	43
#BEBEBE	-185.4	-174.6	-9.35	-8.65	79	43
#7FD1FF	-191.4	-180.6	-10.35	-9.65	80	43
#00BFFF	-179.4	-168.6	-10.35	-9.65	81	43
#58C8FF	-99.5666666666667	-88.7666666666667	-6.35	-5.65	82	43
#00BFFF	-87.5666666666667	-76.7666666666667	-6.35	-5.65	83	43
#F8FCFF	1.22499999999999	12.025	-8.35	-7.65	84	43
#FF704F	13.225	24.025	-8.35	-7.65	85	43
#FF5A39	-16.025	-5.22500000000001	-4.35	-3.65	86	43
#FF1406	-4.02500000000001	6.77499999999999	-4.35	-3.65	87	43
#BEBEBE	-5.4	5.4	-0.35	0.35	1	44
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	44
#BEBEBE	2.7	15.3	-1.35	-0.65	3	44
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	44
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	44
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	44
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	44
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	44
#BEBEBE	16.05	30.45	-2.35	-1.65	9	44
#BEBEBE	-69.725	-53.525	-4.35	-3.65	10	44
#BEBEBE	-52.025	-41.225	-4.35	-3.65	11	44
#BEBEBE	-113.325	-89.925	-4.35	-3.65	12	44
#BEBEBE	-87.725	-71.525	-4.35	-3.65	13	44
#BEBEBE	-132.1	-115.9	-5.35	-4.65	14	44
#BEBEBE	-114.2	-99.8	-5.35	-4.65	15	44
#BEBEBE	-135.74375	-115.94375	-6.35	-5.65	16	44
#FF6C4A	-114.24375	-103.44375	-6.35	-5.65	17	44
#BEBEBE	-74.1	-57.9	-5.35	-4.65	18	44
#BEBEBE	-56.4	-45.6	-5.35	-4.65	19	44
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	44
#BEBEBE	31.225	42.025	-3.35	-2.65	21	44
#BEBEBE	-169.94375	-153.74375	-6.35	-5.65	22	44
#BEBEBE	-152.04375	-137.64375	-6.35	-5.65	23	44
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	44
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	44
#F2FAFF	7.97499999999999	18.775	-4.35	-3.65	26	44
#FF4C2D	19.975	30.775	-4.35	-3.65	27	44
#BEBEBE	-135.210416666667	-120.810416666667	-7.35	-6.65	28	44
#00BFFF	-119.410416666667	-108.610416666667	-7.35	-6.65	29	44
#BEBEBE	-143.210416666667	-128.810416666667	-8.35	-7.65	30	44
#BEBEBE	-127.210416666667	-112.810416666667	-8.35	-7.65	31	44
#BEBEBE	-44.1	-27.9	-5.35	-4.65	32	44
#FF331A	-26.4	-15.6	-5.35	-4.65	33	44
#BEBEBE	-156.360416666667	-140.160416666667	-9.35	-8.65	34	44
#3DC3FF	-138.660416666667	-127.860416666667	-9.35	-8.65	35	44
#BEBEBE	-162.460416666667	-148.060416666667	-10.35	-9.65	36	44
#00BFFF	-146.660416666667	-135.860416666667	-10.35	-9.65	37	44
#BEBEBE	32.375	50.375	-4.35	-3.65	38	44
#FF0802	51.975	62.775	-4.35	-3.65	39	44
#9EDAFF	-126.660416666667	-115.860416666667	-9.35	-8.65	40	44
#00BFFF	-114.660416666667	-103.860416666667	-9.35	-8.65	41	44
#BEBEBE	-25.64375	-4.04375000000002	-6.35	-5.65	42	44
#FF5232	-2.24375000000001	8.55624999999999	-6.35	-5.65	43	44
#BEBEBE	-74.24375	-63.44375	-6.35	-5.65	44	44
#BEBEBE	-62.24375	-51.44375	-6.35	-5.65	45	44
#BEBEBE	-83.2104166666667	-68.8104166666667	-7.35	-6.65	46	44
#C6E8FF	-67.4104166666667	-56.6104166666667	-7.35	-6.65	47	44
#BEBEBE	21.575	43.175	-5.35	-4.65	48	44
#BEBEBE	44.975	55.775	-5.35	-4.65	49	44
#BEBEBE	10.25625	30.05625	-6.35	-5.65	50	44
#FF0000	31.75625	42.55625	-6.35	-5.65	51	44
#00BFFF	43.225	54.025	-3.35	-2.65	52	44
#CFEBFF	55.225	66.025	-3.35	-2.65	53	44
#FFFFFF	-50.24375	-39.44375	-6.35	-5.65	54	44
#FF3A1F	-38.24375	-27.44375	-6.35	-5.65	55	44
#64CAFF	-159.410416666667	-148.610416666667	-7.35	-6.65	56	44
#DDF1FF	-147.410416666667	-136.610416666667	-7.35	-6.65	57	44
#FFF9F7	-40.025	-29.225	-4.35	-3.65	58	44
#FF3C20	-28.025	-17.225	-4.35	-3.65	59	44
#BEBEBE	-194.810416666667	-173.210416666667	-7.35	-6.65	60	44
#98D8FF	-171.410416666667	-160.610416666667	-7.35	-6.65	61	44
#BEBEBE	5.95624999999999	20.35625	-7.35	-6.65	62	44
#FF0000	21.75625	32.55625	-7.35	-6.65	63	44
#00BFFF	-98.4	-87.6	-5.35	-4.65	64	44
#BEBEBE	-86.4	-75.6	-5.35	-4.65	65	44
#EAF6FF	-166.660416666667	-155.860416666667	-11.35	-10.65	66	44
#FF9779	-154.660416666667	-143.860416666667	-11.35	-10.65	67	44
#6ACCFF	-55.4104166666667	-44.6104166666667	-7.35	-6.65	68	44
#FBFDFF	-43.4104166666667	-32.6104166666667	-7.35	-6.65	69	44
#00BFFF	-87.4104166666667	-76.6104166666667	-8.35	-7.65	70	44
#77CFFF	-75.4104166666667	-64.6104166666667	-8.35	-7.65	71	44
#ABDFFF	-26.24375	-15.44375	-7.35	-6.65	72	44
#FFAC93	-14.24375	-3.44375000000002	-7.35	-6.65	73	44
#FF0000	43.75625	54.55625	-6.35	-5.65	74	44
#FF5B3A	55.75625	66.55625	-6.35	-5.65	75	44
#BEBEBE	-202.410416666667	-182.610416666667	-8.35	-7.65	76	44
#00BFFF	-180.910416666667	-170.110416666667	-8.35	-7.65	77	44
#1BC0FF	-203.910416666667	-193.110416666667	-9.35	-8.65	78	44
#BEBEBE	-191.910416666667	-181.110416666667	-9.35	-8.65	79	44
#7FD1FF	-197.910416666667	-187.110416666667	-10.35	-9.65	80	44
#00BFFF	-185.910416666667	-175.110416666667	-10.35	-9.65	81	44
#BEBEBE	-102.04375	-87.64375	-6.35	-5.65	82	44
#00BFFF	-86.24375	-75.44375	-6.35	-5.65	83	44
#F8FCFF	1.75624999999999	12.55625	-8.35	-7.65	84	44
#FF704F	13.75625	24.55625	-8.35	-7.65	85	44
#FF5A39	-16.025	-5.22500000000001	-4.35	-3.65	86	44
#FF1406	-4.02500000000001	6.77499999999999	-4.35	-3.65	87	44
#82D2FF	-107.410416666667	-96.6104166666667	-7.35	-6.65	88	44
#00BFFF	-95.4104166666667	-84.6104166666667	-7.35	-6.65	89	44
#BEBEBE	-5.4	5.4	-0.35	0.35	1	45
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	45
#BEBEBE	2.7	15.3	-1.35	-0.65	3	45
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	45
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	45
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	45
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	45
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	45
#BEBEBE	16.05	30.45	-2.35	-1.65	9	45
#BEBEBE	-69.725	-53.525	-4.35	-3.65	10	45
#BEBEBE	-52.025	-41.225	-4.35	-3.65	11	45
#BEBEBE	-113.325	-89.925	-4.35	-3.65	12	45
#BEBEBE	-87.725	-71.525	-4.35	-3.65	13	45
#BEBEBE	-132.1	-115.9	-5.35	-4.65	14	45
#BEBEBE	-114.2	-99.8	-5.35	-4.65	15	45
#BEBEBE	-135.74375	-115.94375	-6.35	-5.65	16	45
#FF6C4A	-114.24375	-103.44375	-6.35	-5.65	17	45
#BEBEBE	-74.1	-57.9	-5.35	-4.65	18	45
#BEBEBE	-56.4	-45.6	-5.35	-4.65	19	45
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	45
#BEBEBE	31.225	42.025	-3.35	-2.65	21	45
#BEBEBE	-169.94375	-153.74375	-6.35	-5.65	22	45
#BEBEBE	-152.04375	-137.64375	-6.35	-5.65	23	45
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	45
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	45
#F2FAFF	7.97499999999999	18.775	-4.35	-3.65	26	45
#FF4C2D	19.975	30.775	-4.35	-3.65	27	45
#BEBEBE	-133.960416666667	-119.560416666667	-7.35	-6.65	28	45
#00BFFF	-118.160416666667	-107.360416666667	-7.35	-6.65	29	45
#BEBEBE	-141.960416666667	-127.560416666667	-8.35	-7.65	30	45
#BEBEBE	-125.960416666667	-111.560416666667	-8.35	-7.65	31	45
#BEBEBE	-44.1	-27.9	-5.35	-4.65	32	45
#FF331A	-26.4	-15.6	-5.35	-4.65	33	45
#BEBEBE	-155.110416666667	-138.910416666667	-9.35	-8.65	34	45
#3DC3FF	-137.410416666667	-126.610416666667	-9.35	-8.65	35	45
#BEBEBE	-161.210416666667	-146.810416666667	-10.35	-9.65	36	45
#00BFFF	-145.410416666667	-134.610416666667	-10.35	-9.65	37	45
#BEBEBE	32.375	50.375	-4.35	-3.65	38	45
#FF0802	51.975	62.775	-4.35	-3.65	39	45
#9EDAFF	-125.410416666667	-114.610416666667	-9.35	-8.65	40	45
#00BFFF	-113.410416666667	-102.610416666667	-9.35	-8.65	41	45
#BEBEBE	-25.64375	-4.04375000000002	-6.35	-5.65	42	45
#FF5232	-2.24375000000001	8.55624999999999	-6.35	-5.65	43	45
#BEBEBE	-74.24375	-63.44375	-6.35	-5.65	44	45
#BEBEBE	-62.24375	-51.44375	-6.35	-5.65	45	45
#BEBEBE	-81.9604166666667	-67.5604166666667	-7.35	-6.65	46	45
#C6E8FF	-66.1604166666667	-55.3604166666667	-7.35	-6.65	47	45
#BEBEBE	21.575	43.175	-5.35	-4.65	48	45
#BEBEBE	44.975	55.775	-5.35	-4.65	49	45
#BEBEBE	10.25625	30.05625	-6.35	-5.65	50	45
#FF0000	31.75625	42.55625	-6.35	-5.65	51	45
#00BFFF	43.225	54.025	-3.35	-2.65	52	45
#CFEBFF	55.225	66.025	-3.35	-2.65	53	45
#FFFFFF	-50.24375	-39.44375	-6.35	-5.65	54	45
#FF3A1F	-38.24375	-27.44375	-6.35	-5.65	55	45
#BEBEBE	-163.860416666667	-147.660416666667	-7.35	-6.65	56	45
#DDF1FF	-146.160416666667	-135.360416666667	-7.35	-6.65	57	45
#FFF9F7	-40.025	-29.225	-4.35	-3.65	58	45
#FF3C20	-28.025	-17.225	-4.35	-3.65	59	45
#BEBEBE	-199.560416666667	-177.960416666667	-7.35	-6.65	60	45
#98D8FF	-176.160416666667	-165.360416666667	-7.35	-6.65	61	45
#BEBEBE	5.95624999999999	20.35625	-7.35	-6.65	62	45
#FF0000	21.75625	32.55625	-7.35	-6.65	63	45
#00BFFF	-98.4	-87.6	-5.35	-4.65	64	45
#BEBEBE	-86.4	-75.6	-5.35	-4.65	65	45
#EAF6FF	-165.410416666667	-154.610416666667	-11.35	-10.65	66	45
#FF9779	-153.410416666667	-142.610416666667	-11.35	-10.65	67	45
#6ACCFF	-54.1604166666667	-43.3604166666667	-7.35	-6.65	68	45
#FBFDFF	-42.1604166666667	-31.3604166666667	-7.35	-6.65	69	45
#00BFFF	-86.1604166666667	-75.3604166666667	-8.35	-7.65	70	45
#77CFFF	-74.1604166666667	-63.3604166666667	-8.35	-7.65	71	45
#ABDFFF	-26.24375	-15.44375	-7.35	-6.65	72	45
#FFAC93	-14.24375	-3.44375000000002	-7.35	-6.65	73	45
#FF0000	43.75625	54.55625	-6.35	-5.65	74	45
#FF5B3A	55.75625	66.55625	-6.35	-5.65	75	45
#BEBEBE	-207.160416666667	-187.360416666667	-8.35	-7.65	76	45
#00BFFF	-185.660416666667	-174.860416666667	-8.35	-7.65	77	45
#1BC0FF	-208.660416666667	-197.860416666667	-9.35	-8.65	78	45
#BEBEBE	-196.660416666667	-185.860416666667	-9.35	-8.65	79	45
#7FD1FF	-202.660416666667	-191.860416666667	-10.35	-9.65	80	45
#00BFFF	-190.660416666667	-179.860416666667	-10.35	-9.65	81	45
#BEBEBE	-102.04375	-87.64375	-6.35	-5.65	82	45
#00BFFF	-86.24375	-75.44375	-6.35	-5.65	83	45
#F8FCFF	1.75624999999999	12.55625	-8.35	-7.65	84	45
#FF704F	13.75625	24.55625	-8.35	-7.65	85	45
#FF5A39	-16.025	-5.22500000000001	-4.35	-3.65	86	45
#FF1406	-4.02500000000001	6.77499999999999	-4.35	-3.65	87	45
#82D2FF	-106.160416666667	-95.3604166666667	-7.35	-6.65	88	45
#00BFFF	-94.1604166666667	-83.3604166666667	-7.35	-6.65	89	45
#4EC6FF	-167.160416666667	-156.360416666667	-8.35	-7.65	90	45
#ABDFFF	-155.160416666667	-144.360416666667	-8.35	-7.65	91	45
#BEBEBE	-5.4	5.4	-0.35	0.35	1	46
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	46
#BEBEBE	2.7	15.3	-1.35	-0.65	3	46
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	46
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	46
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	46
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	46
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	46
#BEBEBE	16.05	30.45	-2.35	-1.65	9	46
#BEBEBE	-69.8083333333334	-53.6083333333334	-4.35	-3.65	10	46
#BEBEBE	-52.1083333333334	-41.3083333333334	-4.35	-3.65	11	46
#BEBEBE	-113.408333333333	-90.0083333333333	-4.35	-3.65	12	46
#BEBEBE	-87.8083333333333	-71.6083333333334	-4.35	-3.65	13	46
#BEBEBE	-132.183333333333	-115.983333333333	-5.35	-4.65	14	46
#BEBEBE	-114.283333333333	-99.8833333333334	-5.35	-4.65	15	46
#BEBEBE	-137.077083333333	-117.277083333333	-6.35	-5.65	16	46
#FF6C4A	-115.577083333333	-104.777083333333	-6.35	-5.65	17	46
#BEBEBE	-74.1833333333333	-57.9833333333334	-5.35	-4.65	18	46
#BEBEBE	-56.4833333333334	-45.6833333333334	-5.35	-4.65	19	46
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	46
#BEBEBE	31.225	42.025	-3.35	-2.65	21	46
#BEBEBE	-171.277083333333	-155.077083333333	-6.35	-5.65	22	46
#BEBEBE	-153.377083333333	-138.977083333333	-6.35	-5.65	23	46
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	46
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	46
#F2FAFF	7.89166666666666	18.6916666666667	-4.35	-3.65	26	46
#FF4C2D	19.8916666666667	30.6916666666667	-4.35	-3.65	27	46
#BEBEBE	-135.29375	-120.89375	-7.35	-6.65	28	46
#00BFFF	-119.49375	-108.69375	-7.35	-6.65	29	46
#BEBEBE	-143.29375	-128.89375	-8.35	-7.65	30	46
#BEBEBE	-127.29375	-112.89375	-8.35	-7.65	31	46
#BEBEBE	-44.1833333333334	-27.9833333333334	-5.35	-4.65	32	46
#FF331A	-26.4833333333334	-15.6833333333334	-5.35	-4.65	33	46
#BEBEBE	-156.44375	-140.24375	-9.35	-8.65	34	46
#3DC3FF	-138.74375	-127.94375	-9.35	-8.65	35	46
#BEBEBE	-162.54375	-148.14375	-10.35	-9.65	36	46
#00BFFF	-146.74375	-135.94375	-10.35	-9.65	37	46
#BEBEBE	32.2916666666667	50.2916666666667	-4.35	-3.65	38	46
#BEBEBE	51.9916666666667	64.5916666666667	-4.35	-3.65	39	46
#9EDAFF	-126.74375	-115.94375	-9.35	-8.65	40	46
#00BFFF	-114.74375	-103.94375	-9.35	-8.65	41	46
#BEBEBE	-26.9770833333334	-5.37708333333335	-6.35	-5.65	42	46
#FF5232	-3.57708333333334	7.22291666666666	-6.35	-5.65	43	46
#BEBEBE	-75.5770833333333	-64.7770833333333	-6.35	-5.65	44	46
#BEBEBE	-63.5770833333334	-52.7770833333334	-6.35	-5.65	45	46
#BEBEBE	-83.29375	-68.89375	-7.35	-6.65	46	46
#C6E8FF	-67.49375	-56.69375	-7.35	-6.65	47	46
#BEBEBE	16.4916666666667	38.0916666666667	-5.35	-4.65	48	46
#BEBEBE	39.8916666666667	50.6916666666667	-5.35	-4.65	49	46
#BEBEBE	8.92291666666666	28.7229166666667	-6.35	-5.65	50	46
#FF0000	30.4229166666667	41.2229166666667	-6.35	-5.65	51	46
#00BFFF	43.225	54.025	-3.35	-2.65	52	46
#CFEBFF	55.225	66.025	-3.35	-2.65	53	46
#FFFFFF	-51.5770833333334	-40.7770833333333	-6.35	-5.65	54	46
#FF3A1F	-39.5770833333333	-28.7770833333333	-6.35	-5.65	55	46
#BEBEBE	-165.19375	-148.99375	-7.35	-6.65	56	46
#DDF1FF	-147.49375	-136.69375	-7.35	-6.65	57	46
#FFF9F7	-40.1083333333333	-29.3083333333333	-4.35	-3.65	58	46
#FF3C20	-28.1083333333333	-17.3083333333333	-4.35	-3.65	59	46
#BEBEBE	-200.89375	-179.29375	-7.35	-6.65	60	46
#98D8FF	-177.49375	-166.69375	-7.35	-6.65	61	46
#BEBEBE	4.62291666666666	19.0229166666667	-7.35	-6.65	62	46
#FF0000	20.4229166666667	31.2229166666667	-7.35	-6.65	63	46
#00BFFF	-98.4833333333334	-87.6833333333333	-5.35	-4.65	64	46
#BEBEBE	-86.4833333333334	-75.6833333333333	-5.35	-4.65	65	46
#EAF6FF	-166.74375	-155.94375	-11.35	-10.65	66	46
#FF9779	-154.74375	-143.94375	-11.35	-10.65	67	46
#6ACCFF	-55.49375	-44.69375	-7.35	-6.65	68	46
#FBFDFF	-43.49375	-32.6937500000001	-7.35	-6.65	69	46
#00BFFF	-87.49375	-76.69375	-8.35	-7.65	70	46
#77CFFF	-75.49375	-64.69375	-8.35	-7.65	71	46
#ABDFFF	-27.5770833333334	-16.7770833333334	-7.35	-6.65	72	46
#FFAC93	-15.5770833333334	-4.77708333333335	-7.35	-6.65	73	46
#FF0000	42.4229166666667	53.2229166666667	-6.35	-5.65	74	46
#FF5B3A	54.4229166666667	65.2229166666667	-6.35	-5.65	75	46
#BEBEBE	-208.49375	-188.69375	-8.35	-7.65	76	46
#00BFFF	-186.99375	-176.19375	-8.35	-7.65	77	46
#1BC0FF	-209.99375	-199.19375	-9.35	-8.65	78	46
#BEBEBE	-197.99375	-187.19375	-9.35	-8.65	79	46
#7FD1FF	-203.99375	-193.19375	-10.35	-9.65	80	46
